Product Description,Category,Uniq Id
"Looking for the perfect gift for Birthdays, Anniversaries, Christmas, Valentine’s, Mother’s Day, Raksha Bandhan or Just because? With BodyHerbals range of Gift sets you simply can’t go wrong. Make a statement with BodyHerbals gift sets. Treat your beloved one with our high end spa Gift sets that instills comfort, warmth and serenity. Spark memories and create fun festive feelings of wonderment and merriment. The products range in our gift set are formulated by combining precious essential oils with the blend of natural and organic ingredients. The idea behind the whole creation is to provide you and your dear ones the natural skin care products which are healthy, regenerating and maintain body and skin balance.The Heart shape box with the beautiful red ribbon contains: Orange Shower Gel With Skin Conditioners 200 ml, Orange & Neroli Bathing Bar With Natural Chunks 100 grams, Orange Body Lotion 200 ml, Orange Body Polisher 200 gm, Orange Tea Lights ,Orange Bath Puff. FDA Approved, Clinically Tested, Cruelty-Free, Paraben Free, All Skin Types, For Men & Women.",Skin Care,519cf4bce2512d1aa8ef8019026ae3f2
"Item Type: Treatment & Mask NET WT: 160g Ingredient: Angelica sinensis,pearl powder Model Number: np0052 Formulation: Cream Gender: Unisex Use: Whole Face Feature: Acne Treatment Type: Washable Mask",Skin Care,375da50b359abea60d98823ab5f0e641
"Use: Face, Item Type: Cream, Gender: Female, Brand Name: LAIKOU, Feature: Moisturizing, Ingredient: Snail Original Extract,Pearl Powder, Model Number: LKSWS1, NET WT: 80g, Unit Type: piece, Package Weight: , Package Size:",Skin Care,580626efa441e9b565d91c682286aaf1
"A full-coverage creamy concealer, armed with skincare actives and a cooling zamac tip.",Skin Care,2b1fc7042fbcfa31ece01fcceb670be8
A little goes a long way. One full pump is too much for a full-coverage face look. Build in pea-size droplets until you achieve the finish you want. One pea-size droplet gives you medium-to-full coverage. Two pea-size droplets gives you flawless full coverage.,Skin Care,8f12e932c90d18b7d6d23e43c2f7e94a
"Natural Anti-Acne Cream 30 g Fight acne and get healthy skin with this natural cream that's enriched with Berberis Aquifolium. Key Ingredient: Berberis Aquifolium Benefits: Berberis Aquifolium (Oregon grape root), with its proven efficacy, fights against acne and skin irritation. The soothing effects of Echinacea regenerates healthy skin and ward off infections. Olive leaf extracts prevents the skin from damage and ageing. Face Wash - Acne Clear 190 UNIT - 100ml Enriched with Neem and Tulsi extracts. Key ingredients: Neem and Tulsi extracts Benefits: Neem and Tulsi's antibacterial and antimicrobial activity help in purifying the skin, and prevent it from developing acne and blemishes. Tulsi's antiseptic properties helps to heal scars caused by pimples. Gives the skin a healthy and glowing look.",Skin Care,417409081d820642f15f01a06671e028
"Naturally extracted from sugar cane, beets, grapes and cantaloupes, Glycolic Acid is commonly used for blemish removal, skin brightening and skin renewal. Glycolic Acid is an Alpha Hydroxyl Acid (AHA), making it an excellent exfoliant and ideal aid for erasing sunspots, acne scars, blemishes, fine lines and wrinkles. This peel is a light strength peel perfect for first time users. This peel is one of the most popular strengths as it produces immediate noticeable results.",Skin Care,a2fe19cd789d285be462191e82ae3d0d
"Type:Blackhead RemoverMaterial:Plastic,Size:16.5*13*4cmPackage includes:1 pc",Skin Care,5cb39ce22c04d4e6f975f7f7bb2f935b
1 Fluid Ounce Pump Bottle Made in the USA A Silky Pale Yellow Creme,Skin Care,c6a7999b8a09b3a12eff09b6026d0035
"Type:water supplementMaterial:ABS,Size:5.12*2.82*12.3cmPackage includes:1 pc",Skin Care,5e4babf673ab0ef3cd872e67ce4e007f
"Sonic Handwash gently cleanses your skin, while delighting your senses with its oh so delicious fragrance. So, pamper your hands with every wash and lather up with this foaming liquid handwash for a soft, smooth and satisfying hand washing experience. Sonic Handwash helps in maintaining freshness around you, while delighting your senses with its oh so delicious fragrance.",Skin Care,0a884ef638c47eae7a4b5e0a04e2b25d
"Item Type: Treatment & Mask, Feature: Moisturizing,Oil-control,Anti-Aging,Whitening,Depth Replenishment, Type: Sleeping Mask, Model Number: 45622, GZZZ: YGZWBZ, Country/Region of Manufacture: China, Ingredient: Red Pomegranate, Formulation: Cream, Gender: Unisex, Certification: GZZZ, NET WT: 120g, Use: Whole Face, Certificate Number: 20161112, Unit Type: piece, Package Weight: , Package Size:",Skin Care,77fc9e0dc95951169675fa4e7db5c6f1
"A luxuriously creamy body wash will provide a wonderfully rich lather, beautifully scented with the signature fragrance of Shea butter",Skin Care,548402638529afb51b121f865bb3a235
"Brand name: tmishion, net wt: 12/24/36pots, type: uv gel, model number: nail art uv gel, quantity: 12/24/36pots, ingredient: nail art uv gel, item type: nail gel, unit type: set, package weight: , package size:",Skin Care,a9dd5e05eb59a8bd1028935c7880d660
"PINK PLUMS Give You Face Pack And Massage Cream COMBO (Pack-2) using the products from the Pink Plums Pack & Cream will leave your skin polished, cleansed, and feeling fresh due to the unique formula that contains rich, natural active ingredients. The Face Pack & Cream exfoliates dead skin cells and goes deep into the skin to remove blackheads and whiteheads. It contains Vitamin E, It also builds the skin’s immunity against damage and pollution.Vitamin E, helps to nourish and moisturise your skin, leaving it soft and glowing. For best results, apply Face Pack on face and neck Leave on for 15-20 minutes. Rinse with water or damp washcloth. Use daily or as needed to lighten and brighten the complexion. Massage Cream Apply on the face Massage with circular movements for a few minutes for 10-15 minutes, then washed with cold water.",Skin Care,45d8f328a9a04b40004344461466233a
"Camel milk rich in alpha hydroxic acid known to replenish skin and act as a natural toner combined with lemongrass, warm and citrusy essential oil prized for its anti-bacterial properties. A real winning combination for any skin type.",Skin Care,23a7c76f77d6182ce8415f1b9cafde94
"Item type: shapers, gender: women, shapewear: control panties, decoration: lace, model number: sh1190, material: spandex, nylon, thickness: thin, fabric type: dobby, brand name: lobeiok, control level: medium, features: shapers, shrink abdomen, protect the waist, ,appropriate season: winter, spring, summer, autumn, size note: china size, please choose the size according to the size chart, size: l, xl, xxl, color: khaki, purple, black, unit type: piece, package weight: ,package size:",Skin Care,a3b3ff6587166d1b66339e7bfcd20140
"Type: Slimming Wraps, Item Type: Weight Loss Creams, Model Number: 8813673, NET WT: 1 x Waist Belt, Unit Type: piece, Package Weight: , Package Size:",Skin Care,15ce142da81d45159e2e386c189fbe07
"Brand Name: Aichun Item Type: Treatment & Mask Ingredient: mixed Type: Peel Mask Model Number: face mask GZZZ: YGZWBZ Feature: Oil-control,Moisturizing Certification: GZZZ Gender: Unisex Formulation: Liquid NET WT: 30g Use: Whole Face Country/Region of Manufacture: China",Skin Care,1ade6da3c0f9a464141f1b7c8d5dd99f
"Item Type: Sleep & Snoring, Pressure Range: 4-20 cmH2O, Type: Eyeshade, Eyeshade Type: 3D Eyeshade, Work Mode: Eye Cover, Model Number: 0612002, Material: Polyester+Sponge, Item Type: 3D eye mask, Color: Black,Purple,Blue,Rose Red,Saika,Leopard,Stripe, Weight: approx.15g, Unit Type: piece, Package Weight: , Package Size:",Skin Care,4c1bf6b0fdf28184c8476c9f1ef42399
"Use: Eye, Item Type: Treatment & Mask, Brand Name: HUAMIANLI, Feature: Moisturizing,Anti-Puffiness,Dark Circle, Ingredient: maquiagem, GZZZ: YGZWBZ, Country/Region of Manufacture: China, Certification: GZZZ, NET WT: 50 Pair, Model Number: Eye Patches, Certificate Number: xx, Gender: Female, Unit Type: piece, Package Weight: , Package Size:",Skin Care,92147673ed7a025ce9a63ee757fa395c
"Method : Foaming Hand Wash, Sweet Water Foaming, 10oz Pump Dispenser With a pleasant fragrance, but ingredients tough enough to remove dirt, this foaming hand wash is made from naturally derived biodegradable ingredients. The vitamin E and aloe make it easy on your hands. Global Product Type: Personal Soaps-Foam; Soap Type: Foam; Application: Hand; Scent: Sweet Water.:Manufactured by.: Method",Skin Care,65e6fd534c777a150d21f17351a95eae
"Wow Arabica coffee scrub has been formulated to minimize appearance of unwanted cellulite that leaves the skin uneven and dimpled. It is natural and has a rich anti-oxidant blend containing Arabica coffee grounds, shea butter, coconut oil amongst other botanicals, that exfoliate and hydrate skin gentle exfoliating face scrub suitable for all skin types minimizes cellulite, reduces stretch marks, improves skin's elasticity infused with organic Arabica coffee grounds, shea butter and coconut oil cruelty free, vegan and antioxidant-rich scrub totally free of harmful sulphates, parabens, or mineral oils",Skin Care,0cbcbab96ed86669bdef87313a13e765
"Eos Hibiscus Peach Wax-Free Lip Balm In Provides Weightless Hydration In A Crystal Clear Sphere. This Innovative Lip Balm Contains Five Nourishing Oils To Soften Lips So Their Natural Beauty Shines Through.Shea, Coconut, Avocado And Other Natural Oilsperfectly Weightless Hydration100% Wax-Freeveganhypoallergenicparaben & Petrolatum-Freenot Tested On Animals Ingredients Dicaprylyl Carbonate, Ricinus Communis (Castor) Seed Oil, Polyamide-3, Isostearyl Isostearate, Butyrospermum Parkii (Shea) Oil, Polyamide-8, Flavor (Aroma), Silica Dimethyl Silylate, Cocos Nucifera (Coconut) Oil, Persea Gratissima (Avocado) Oil, Aloe Barbadensis Leaf Juice, Helianthus Annuus (Sunflower) Seed Oil, Hibiscus Sabdariffa Flower Extract, Prunus Persica (Peach) Fruit Extract, Tocopherol, Citric Acid. Disclaimerthe Product Descriptions And Instructions Provided By Vitabox.Com Are For Informational Purposes Only And Are Qualified In Their Entirety By The Information Available From Manufacturers Of The Products. Y",Skin Care,8f960573b8799ba6f6b1413295251f9a
"OxyGlow brings to you a one stop solution to your beauty and cosmetics products catering to all your needs through its wide range of beauty care products like face wash, bleach, face pack, oils, lotions, gels, conditioners, lip and eye care products and many more. So beat your beauty problems with the help of Oxy Glow’s range of beauty products at your ease by ordering them immediately!",Skin Care,2adb73b780bdf875e3d62eee2e5d6aba
"Condition: new: a brand-new, unused, unopened, undamaged item (including handmade items), brand: etude house",Skin Care,5180a809bc4e5e1d3637a3dd261f81ea
"Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's ... Read more Brand: Bielenda Target Area: Face,Neck,Decollette Concerns: Early Signs of Aging Gender: Women Skin Type: Mature Skin Country/Region of Manufacture: Poland Features: Ammonia-Free, Colorant-Free, Contains Collagen, Contains Hyaluronic Acid, Contains Minerals, Contains Vitamins, Cruelty-free/No Animal Testing Size: 1oz. Formulation: Serum",Skin Care,3a13fbe9e17c7fcf5b60d032f140bba2
Coppertone Spf#50 Waterbabies Pure & Simple Whipped 5 Ounce Can (147ml) (2 Pack),Skin Care,13272ca85c7ae0cfc197fadd161c382c
Macadamia Oil 100% Natural Pure Undiluted Uncut Carrier Oil,Skin Care,86b9e339790def02c68cc692d3e94562
6.7 oz How to Use-Apply a small amount to dampened face and neck with circular motions. Rinse thoroughly.,Skin Care,b025c10dad28228a78ee9e73d99c5e2c
"Pure Natural Musk melon Seed Oil is used for all types of skin care and Facial & Body massage Oil products. It is touted to be non-clogging to the skin. It is easily absorbed in skin care and is widely used facial and body massage Oil, skin care, and hair treatment products like lotions, facial masks and soaps.",Skin Care,46286b3a6d2a31eeb70a8ace4b0e3f7b
"Coconut oil is known for its many benefits as different food products such as cooking oils, baking s and coconut juice. For those of us growing up in countries along the equator do remember those hot late afternoon with fresh coconut juice picked right off of the palm groves. However, there are numerous surprising benefits of coconut oil when it comes to taking care of your health and your day-to-day well-being. Coconut oil’s smoothing, antibacterial, and cleansing properties take on an entirely new level when used in your skincare routine. Since it is gentle on the skin and not laden with chemicals, coconut oil is a safe and easy to entrust your skin with. For those who have not used coconut oil before, its various applications can be pleasantly surprising. We are proudly bringing to you coconut oil in the simplest forms – coconut soaps and lip palms. Our products – Green Garden Coconut oil soaps and lip palms – harvest all the wonderful benefits of coconuts oil into soap bars and lip palm gels. When included in your daily routines, our all natural soaps with coconut oil will continuously moisturize your skins after the shower and throughout the day.",Skin Care,5ac3326de07dbeb826d6163a4b21cada
"IMPORTANT NOTE - Bulgarian Formula NOT UK. Bulgarian regulations require a much higher level of proof of effectiveness of product than UK. In reality this means Bulgarian products have a much higher level of active ingredients than UK products. DeBa NIGHT CREAM with vitamin C and micro capsulated vitamin A is formulated to nourish, moisturize and restore the firmness and freshness of the skin of the face and neck during the night. It is absorbed easily without leaving an excessive oily layer. With regular use the skin recovers its healthy youth appearances, in the morning it is fresh, smooth and vital.",Skin Care,9e512beba1fdc8489e984c147ae354ea
"Our approach to skin care is all about its’ health the product line consists of various skin care items formulated for the safe, fast and effective delivery of unrefined nutrients to the skin ingredients found in nature in their purest, food grade form are the beginning and the end of every formulation in every bottle of enchanted formulae extensive use of herb ology allows us to care for the skin through our product that is formulated with raw, active and fresh ingredients which human skin can recognize and utilize to its’ own benefit all products are entirely free of synthetic ingredients, alcohols, artificial preservatives, fragrances and irritants",Skin Care,7fb26f80b9ab9921451ff1ade58c985a
"PINK PLUMS Scrub COMBO (Pack-2) using the products from the Pink Plums Scrub will leave your skin polished, cleansed, and feeling fresh due to the unique formula that contains rich, natural active ingredients. The Scrub exfoliates dead skin cells and goes deep into the skin to remove blackheads and whiteheads. It contains Vitamin E, It also builds the skin’s immunity against damage and pollution.Vitamin E, helps to nourish and moisturise your skin, leaving it soft and glowing. For best results, apply Scrub on face, Massage with Circular movements and Leave on for 15-20 minutes. Rinse with water or damp washcloth. Use daily or as needed to lighten and brighten the complexion.",Skin Care,8a8d58dd8cbe624524cb10dff2bb9594
EOS Organic Lip Balm Sphere - Sweet Mint - 2 Pack,Skin Care,1136887552f263bcc4c63deb6516c065
"Brand Name: Lianth, Model Number: T258, Material: Non-Woven, Item Type: Braces & Supports, Effect: Slimming Beauty Product, Unit Type: Piece, Package Weight: , Package Size:",Skin Care,d58782ca75342f10ef0dc7aa6d169248
1pcs 2-in-1 sided wooden natural bristles scrubber long handle shower bath brush body massage brushes,Skin Care,e1bfe7f9934f339acd22c118c51b36f9
"Gender: women, item type: shapers, shapewear: control panties, material: modal, polyester, spandex, gzxisi, thickness: standard, decoration: none, model number: a69 lose weight belly, control level: firm, fabric type: broadcloth, gender: women, item type: shapers, hot shapers pants: waist trainer slimming underwear, control shapewear: slimming belt briefs shaper, underwear: slimming belt, body shaper: control pants, thickness: thin section, inventory type: the entire single, revision: possible revision, size: s, m, l, xl, xxl, unit type: piece, package weight: ,package size:",Skin Care,4cf411dc9c7b861309702d39dd80dd00
"Item Type: Treatment & Mask, Gender: Unisex Feature: Whitening,Anti-Aging,Moisturizing,Acne Treatment,Oil-control,Depth Replenishment, Model Number: sheet mask, Formulation: Lotion Type: Wrapped Mask, Use: Whole Face, Ingredient: mixed, NET WT: 30g, Unit Type: lot (10 pieces/lot)",Skin Care,5dafb894e2772b5a57b639925c036b13
"This brush’s soft synthetic bristles pick up and apply the right amount of product for a beautiful, diffused look. The angled shape allows for easy application by hugging the contours of your cheeks. It features magnetic ombre handle with synthetic bristles.",Skin Care,b76bd3f0de8c2055e8f709d0e8f9ae15
"Model Number: 1pc, Size: As the picture shows Type: Cartoon Animal, False Eyelash Craft: Machine Made, Material: Plush + Satin, Item Type: Sleep & Snoring Eye Mask, Material: Plush + Satin, Colors: Pink, White, Black(Optional), Package Weight: Approx. 18g, Feature 1: Eye Mask, Feature 2: Sleep Eyeshade, Feature 3: Shade Cover, Feature 4: Massage Relax, Feature 5: Cartoon Animal, Feature 6: Soft Cute",Skin Care,92d624118d4b5b6228eb4be9e871c564
Bentonite clay draws toxins from the skin and help to clear excess oils while the oatmeal restores a natural healthy moisture balance. Bentonite clay has negatively charged electrons while most toxins and heavy metals have positively charged electrons. This allows causes the clay to bind with the toxin which allows for easily removal when rinsing. Excellent for oily/acne prone skin,Skin Care,f3dd556275ef7c5cac564f04cc1ce23d
"Type: face lift tools, model number: ksl01, brand name: ksbelle, false eyelash craft: machine made, material: fabric, type: physical face lift tools, application: personal, function: v facial lift up, color: pink/orange, unit type: piece, package weight: ,package size:",Skin Care,75cd9f52749f78738183a7402cc45b92
